path,label
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_125.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_130.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_140.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_145.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_15.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_150.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_155.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_170.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_180.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_185.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_195.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_20.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_205.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_210.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_220.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_235.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_240.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_245.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_25.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_250.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_255.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_265.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_270.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_275.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_285.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_290.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_295.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_30.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_300.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_305.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_315.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_320.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_325.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_335.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_340.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_345.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_35.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_350.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_365.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_370.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_375.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_385.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_390.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_395.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_40.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_405.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_415.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_420.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_430.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_45.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_450.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_455.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_460.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_470.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_485.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_5.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_500.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_510.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_515.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_525.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_530.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_540.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_555.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_560.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_580.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_585.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_590.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_60.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_600.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_605.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_610.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_615.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_620.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_70.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_75.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_90.jpg,normal
dataset/mouth\normal\normal_22-FemaleSunGlasses-Talking_95.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_0.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_10.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_105.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_110.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_115.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_120.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_125.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_135.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_145.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_15.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_155.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_160.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_165.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_170.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_175.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_180.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_185.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_190.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_195.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_20.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_200.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_205.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_215.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_220.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_225.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_235.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_240.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_245.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_25.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_250.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_255.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_260.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_265.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_270.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_275.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_280.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_290.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_295.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_300.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_305.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_320.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_330.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_335.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_340.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_345.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_35.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_350.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_355.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_365.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_385.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_395.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_400.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_405.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_415.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_420.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_440.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_445.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_455.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_460.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_465.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_475.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_480.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_485.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_495.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_5.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_500.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_520.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_525.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_530.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_535.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_540.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_55.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_550.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_555.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_560.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_565.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_575.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_580.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_585.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_590.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_595.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_60.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_600.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_605.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_610.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_615.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_620.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_625.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_640.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_645.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_65.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_650.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_655.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_660.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_665.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_670.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_675.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_680.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_685.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_690.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_70.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_700.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_705.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_715.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_720.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_730.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_735.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_740.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_745.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_75.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_750.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_760.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_765.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_770.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_775.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_780.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_785.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_790.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_80.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_800.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_805.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_85.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Normal_90.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_0.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_100.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_1000.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_1005.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_1010.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_1015.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_1020.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_105.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_110.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_115.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_125.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_130.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_135.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_140.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_15.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_150.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_155.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_175.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_180.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_185.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_20.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_200.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_210.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_215.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_220.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_225.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_230.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_235.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_240.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_245.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_25.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_250.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_255.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_260.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_265.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_270.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_275.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_295.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_300.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_310.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_315.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_325.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_330.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_335.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_35.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_355.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_360.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_365.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_370.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_375.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_385.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_395.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_405.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_410.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_415.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_425.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_440.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_445.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_45.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_450.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_455.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_460.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_465.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_470.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_475.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_480.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_485.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_490.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_495.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_5.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_50.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_500.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_505.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_520.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_525.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_535.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_540.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_545.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_55.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_550.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_555.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_565.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_570.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_575.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_580.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_585.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_590.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_595.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_60.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_600.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_605.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_615.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_625.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_630.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_635.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_640.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_65.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_650.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_655.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_665.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_670.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_675.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_680.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_685.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_695.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_70.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_700.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_705.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_715.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_720.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_725.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_730.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_735.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_740.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_750.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_755.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_765.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_775.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_780.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_785.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_790.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_795.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_805.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_810.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_815.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_820.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_825.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_830.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_835.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_845.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_85.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_850.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_855.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_860.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_865.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_870.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_875.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_880.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_885.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_890.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_895.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_90.jpg,normal
dataset/mouth\normal\normal_22-MaleGlassesmoustache-Talking_900.jpg,normal
